iter	TotalF1:average=Macro	MultiClass
879	0.5512244155	0.9110374313
880	0.5512474626	0.911010684
881	0.5514072912	0.9109660548
882	0.5514085267	0.9109428343
883	0.5514686915	0.9109190999
884	0.5514569685	0.9108987888
885	0.5513909648	0.9108667763
886	0.5514135124	0.9108334
887	0.5514431265	0.9107792768
888	0.55149517	0.9107418346
889	0.5514414641	0.910695831
890	0.5515131678	0.9106666715
891	0.5516590723	0.9106459275
892	0.5515450818	0.9106119411
893	0.5516195281	0.9105829723
894	0.551587	0.9105514328
895	0.5515341944	0.9105283334
896	0.5515535205	0.9105042968
897	0.5516685647	0.9104764624
898	0.5518213065	0.9104493392
899	0.5517891521	0.9104178557
900	0.5518984379	0.9103710299
901	0.5518234934	0.9103460413
902	0.5518309295	0.9103242891
903	0.5518558995	0.9102998806
904	0.5517740686	0.9102759298
905	0.5519661862	0.9102458933
906	0.5518523099	0.910215168
907	0.5518228854	0.9101754964
908	0.5517849122	0.9101493026
909	0.5518116973	0.9101250258
910	0.5518942377	0.9100890362
911	0.5519331615	0.9100642879
912	0.5519706489	0.9100376471
913	0.551942765	0.9099932841
914	0.5519285602	0.9099656787
915	0.5519133851	0.9099226028
916	0.5519978677	0.9098903322
917	0.5520692694	0.9098553365
918	0.5520522294	0.9098286133
919	0.5521720671	0.9098024539
920	0.5521119521	0.909769743
921	0.5520509298	0.9097332651
922	0.552151442	0.9096937606
923	0.5520882237	0.9096652815
924	0.5521053168	0.9096330527
925	0.5521454128	0.9096072579
926	0.552164101	0.9095661537
927	0.5521899072	0.9095416392
928	0.5522723328	0.9095180223
929	0.5522259214	0.9094691474
930	0.5523487211	0.9094405383
931	0.5523972208	0.9094154473
932	0.5522308261	0.9093903208
933	0.5521896854	0.9093721715
934	0.5523244901	0.9093442782
935	0.5522994836	0.9093136854
936	0.5522545292	0.9092828561
937	0.5522753869	0.909255645
938	0.5523489633	0.9092183244
939	0.5523518729	0.9091979124
940	0.5525120561	0.9091619397
941	0.5525161077	0.9091261449
942	0.5525551598	0.9090728442
943	0.5525950819	0.90904303
944	0.552599198	0.9090063909
945	0.5526157652	0.9089945669
946	0.5526241247	0.9089666603
947	0.5526303804	0.9089454405
948	0.5526323726	0.9089261246
949	0.5526831914	0.9089115654
950	0.5527690251	0.9088845939
951	0.5526926328	0.9088604943
952	0.552653032	0.9088315445
953	0.5526730133	0.9087944032
954	0.5526242008	0.9087665673
955	0.5526887383	0.9087336259
956	0.5526246654	0.9087105662
957	0.5526741381	0.9086862908
958	0.5528703582	0.9086566546
959	0.5528754748	0.9086188831
960	0.5527870397	0.9086119303
961	0.5528432341	0.9085826149
962	0.5527860642	0.9085503587
963	0.5528177626	0.9085186018
964	0.5528654755	0.9085058709
965	0.5528546817	0.908479503
966	0.5528688122	0.9084387757
967	0.5529177747	0.9084166654
968	0.5530234204	0.9083958044
969	0.5530468877	0.9083672925
970	0.5530604165	0.908333491
971	0.5530646058	0.9083096769
972	0.5530640215	0.9082740737
973	0.5531561292	0.9082475713
974	0.5531705513	0.9082154533
975	0.5531965367	0.9081864613
976	0.5532728638	0.9081602469
977	0.5532862765	0.9081395261
978	0.5532409602	0.9081153184
979	0.5532644246	0.9080912071
980	0.5533057935	0.9080684122
981	0.5533038253	0.9080370242
982	0.5534191136	0.9080167293
983	0.5534436681	0.9079848993
984	0.5535959791	0.907951662
985	0.5535472927	0.9079243737
986	0.5535263423	0.9078973009
987	0.5534930602	0.9078599335
988	0.5535317687	0.907824041
989	0.5535389705	0.9077906518
990	0.5536402494	0.9077586223
991	0.5537177815	0.9077375783
992	0.5537327651	0.9077081865
993	0.5537638426	0.9076858858
994	0.5537110629	0.9076619707
995	0.55379108	0.9076343928
996	0.5537492109	0.9076126288
997	0.5536704457	0.9075845729
998	0.5537225444	0.9075599923
999	0.5537367925	0.9075331885
